Sr No .,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Target,,
4043,Nooo .,Chandler,neutral,neutral,412,15,4,2,"00:05:07,098","00:05:08,223",我不是。,,
4044,Oh . What do you do? ,Joey,surprise,negative,412,16,4,2,"00:05:11,102","00:05:15,647",你是干什么的？,,
4045,"That's right Ross, I can see you in your new apartment!",Joey,neutral,neutral,413,0,5,17,"0:01:47,315","0:01:49,367",没错，罗斯，我能看到你在新公寓！,,
4046,And you can see me!,Joey,neutral,neutral,413,1,5,17,"0:01:49,367","0:01:50,708",你也看得到我！,,
4047,"Same as yesterday, same as the day before .",Joey,neutral,neutral,413,2,5,17,"00:01:50,819","00:01:54,613",跟昨天一样，跟前天也一样。,,
4048,Is he doing his shark attack bit yet? ,Monica,neutral,neutral,413,3,5,17,"00:01:54,781","00:01:56,615",他开始演鲨鱼攻击了没？,,
4049,"Nope . Op, wait!There he goes .",Joey,neutral,neutral,413,4,5,17,"00:01:56,783","00:01:59,493",还没。等等！开始了。,,
4050,Hey!,Joey,neutral,neutral,414,0,5,16,"0:00:08,174","0:00:09,236",嗨！,,
4051,Hey!,Chandler,neutral,neutral,414,1,5,16,"0:00:09,236","0:00:09,458",嗨！,,
4052,Hey!,Monica,neutral,neutral,414,2,5,16,"0:00:09,458","0:00:09,600",嗨！,,
4053,What are you guys doing up? ,Joey,surprise,positive,414,3,5,16,"00:00:10,635","00:00:13,929",你们在干什么？,,
4054,"Oh, we wanted to finish the crossword before we went to bed . Hey, do you know a six-letter word for red? ",Chandler,neutral,neutral,414,4,5,16,"00:00:10,635","00:00:17,766",我们想填完字谜再去睡觉。你知道三个字也是红色的一种？,,
4056,"Yeah, I think that's wrong, but there's a Connect the Dots in here for you later . Hey, how about maroon? ",Chandler,neutral,neutral,414,6,5,16,"00:00:21,604","00:00:29,111",应该不是，不过你待会可以玩连连看。赭红色呢？,,
4057,"Yes, you are so smart!",Monica,joy,positive,414,7,5,16,"00:00:30,363","00:00:32,865",没错，你好聪明！,,
4058,"Aww, you guys are so cute!",Joey,joy,positive,414,8,5,16,"00:00:33,366","00:00:36,076",你们好可爱哦！,,
4059,I know .,Monica,neutral,neutral,414,9,5,16,"00:00:36,244","00:00:37,953",我知道。,,
4060,"All right, I'll see you in the morning .",Joey,neutral,neutral,414,10,5,16,"00:00:38,496","00:00:40,205",好，明天早上见。,,
4061,Okay .,Monica,neutral,neutral,414,11,5,16,"00:00:40,373","00:00:41,999",好的。,,
4063,What's with her? ,Ross,disgust,negative,415,0,5,22,"00:06:33,184","00:06:34,226",她是怎么了？,,
4064,I don't know .,Joey,neutral,neutral,415,1,5,22,"0:06:34,477","0:06:35,145",不知道。,,
4065,"But hey, I know we can decide .",Joey,neutral,neutral,415,2,5,22,"0:06:35,145","0:06:36,670",但我知道怎么决定。,,
4066,"Okay, I'm gonna ask you questions and you answer real quick .",Joey,neutral,neutral,415,3,5,22,"0:06:36,813","0:06:39,195",我问你问题，你要很快回答。,,
4067,Okay? ,Joey,neutral,neutral,415,4,5,22,"0:06:39,195","0:06:39,577",好？,,
4068,Okay .,Ross,neutral,neutral,415,5,5,22,"0:06:39,577","0:06:40,028",好。,,
4069,What do you like better action or comedy? ,Joey,neutral,neutral,415,6,5,22,"0:06:40,149","0:06:41,501",你喜欢哪种，动作片还是喜剧？,,
4070,Action .,Ross,neutral,neutral,415,7,5,22,"0:06:41,501","0:06:41,835",动作片。,,
4071,Who would you rather sleep with Monica or Rachel? ,Joey,neutral,neutral,415,8,5,22,"00:06:41,984","00:06:44,778",摩妮卡和瑞秋，你比较想跟谁上床？,,
4072,"Dude, you are sick .",Ross,disgust,negative,415,9,5,22,"00:06:49,200","00:06:51,201",老兄，你真变态。,,
4073,"Oh, I'm sorry . I forgot you had that whole Rachel thing .",Joey,surprise,positive,415,10,5,22,"00:06:52,995","00:06:57,624",抱歉。我忘了你迷恋过瑞秋。,,
4074,"I mean, this is unbelievable .",Rachel,surprise,positive,416,0,1,24,"00:10:03,269","00:10:06,771",太不可思议了。真是太不可思议了。,,
4075,"I know . This is really, really huge .",Phoebe,surprise,positive,416,1,1,24,"00:10:06,981","00:10:09,649",我知道。这是件很大很大的事。,,
4076,No it's not . It's small . It's tiny . It's petite . It's wee .,Chandler,neutral,neutral,416,2,1,24,"00:10:09,859","00:10:14,321",不。这是小事。微不足道的超级小事。,,
4078,"OK, is there a mute button on this woman? ",Chandler,disgust,negative,416,4,1,24,"00:10:20,911","00:10:23,496",想办法让这女人闭嘴好吗？,,
4079,More than jewelry .,Rachel,neutral,neutral,417,0,2,4,"00:09:34,615","00:09:36,324",比对珠宝还要渴望。,,
4080,Hi!I'm Dr . Drake Remoray and I have a few routine questions I need to ask you .,Joey,neutral,neutral,418,0,8,23,"00:17:30,037","00:17:35,042",嗨！我是德瑞克·拉莫瑞医生，我得问你几个例行的问题。,,
4081,Really? I've been dealing with Dr . Wells .,Man,surprise,negative,418,1,8,23,"00:17:35,959","00:17:38,253",真的吗？一直是威尔斯医生在治疗我。,,
4082,"I know, but I'm a neurologist .",Joey,neutral,neutral,418,2,8,23,"00:17:38,462","00:17:41,548",我知道，我是神经科医生。,,
4083,"And just to be on the safe side, Dr . Wells wanted a more comprehensive overview of you status so he sent me .",Joey,neutral,neutral,418,3,8,23,"00:17:41,715","00:17:46,803",威尔斯医生需要更多相关资料，所以他请我过来。,,
4084,Dr . Wells is a woman .,Man,surprise,negative,418,4,8,23,"00:17:47,221","00:17:48,972",威尔斯医生是女的。,,
4085,"That was a test . Good response . All right, full name .",Joey,neutral,neutral,418,5,8,23,"00:17:50,891","00:17:58,732",我是在考你。反应不错。好吧，全名。,,
4086,Clifford Burnett .,Man,neutral,neutral,418,6,8,23,"00:17:55,437","00:17:58,732",克利夫·伯奈特。,,
4087,Date of birth? ,Joey,neutral,neutral,418,7,8,23,"0:17:58,899","0:18:00,151",生日？,,
4088,16-Nov,Cliff,neutral,neutral,418,8,8,23,"0:18:00,151","0:18:02,312",1968年11月16日,,
4089,Age? ,Joey,neutral,neutral,418,9,8,23,"00:18:02,402","00:18:03,654",年龄？,,
4090,Can't you figure that out based on my date of birth? ,Cliff,anger,negative,418,10,8,23,"0:18:05,239","0:18:07,742",你不会根据生日自己算吗？,,
4091,"I'm a doctor Cliff, not a mathematician .",Joey,neutral,neutral,418,11,8,23,"0:18:07,742","0:18:10,723",我是医生，又不是数学家。,,
4092,I'm 33 .,Cliff,neutral,neutral,418,12,8,23,"00:18:11,662","00:18:14,540",33岁。,,
4093,"Okay . And uh, are you married .",Joey,neutral,neutral,418,13,8,23,"00:18:14,000","00:18:17,000",好吧。已婚吗？,,
4094,No .,Cliff,neutral,neutral,418,14,8,23,"00:18:17,000","00:18:17,876",没有。,,
4095,"Oh really? So, 33 and still single, would you say you have commitment issues? ",Joey,surprise,positive,418,15,8,23,"00:18:18,085","00:18:24,758",真的吗？33岁还是单身，,,
4096,Are all the questions this personal? ,Cliff,surprise,negative,418,16,8,23,"00:18:26,051","00:18:29,096",所有的问题都涉及隐私吗？,,
4097,Yes .,Joey,neutral,neutral,418,17,8,23,"00:18:29,263","00:18:30,806",对。,,
4098,Well uh if you must know I'm a widower .,Cliff,sadness,negative,418,18,8,23,"00:18:32,015","00:18:35,269",如果一定要回答的话，我是鳏夫。,,
4099,Oh that's terrible . I'm really sorry .,Joey,sadness,negative,418,19,8,23,"0:18:35,435","0:18:38,147",太可怕了。我真的很遗憾。,,
4100,Yeah .,Cliff,neutral,neutral,418,20,8,23,"0:18:38,147","0:18:39,566",是的。,,
4101,Hmm . Do you sleep with women and never call them again? ,Joey,neutral,neutral,418,21,8,23,"00:18:39,940","00:18:43,235",你会跟女人上了床后不再打电话给她们吗？,,
4102,No .,Cliff,neutral,neutral,418,22,8,23,"00:18:45,279","00:18:47,155",不会。,,
4103,"Chandler Muriel Bing . Boy, your parents never gave you a chance did they? ",Ross,neutral,neutral,419,0,8,5,"00:03:41,512","00:03:48,018",钱德勒·妙丽·宾。孩子，你的父母将永远不会给你们机会是吗？,,
4104,"Hey!You guys, I'm writing a holiday song for everyone . Do you want to hear it? ",Phoebe,joy,positive,420,0,4,10,"00:06:26,344","00:06:29,638",我为大家写了首圣诞歌。想不想听？,,
4105,"Pheebs, that's great!",Rachel,joy,positive,420,1,4,10,"0:06:54,789","0:06:56,124",菲比，太太棒了！,,
4106,"Oh, yay!",Phoebe,joy,positive,420,2,4,10,"0:06:56,124","0:06:56,360",哦，对！,,
4107,"But you know umm, Rachel doesn't rhyme with draddle .",Rachel,neutral,neutral,420,3,4,10,"00:06:56,541","00:07:00,419",但是瑞秋跟陀螺不押韵。,,
4108,I know but it's so hard!Nothing rhymes with your stupid name!,Phoebe,disgust,negative,420,4,4,10,"00:07:01,045","00:07:05,507",我知道，但是要找跟你那笨名字押韵的东西太难了！,,
4109,What are you talking about? Lots of things rhyme with Rachel . Bagel . Mail . Jail . Bail . Able . May-pole .,Joey,neutral,neutral,420,5,4,10,"00:07:06,092","00:07:15,225",你怎么这样说？跟瑞秋押韵的字多得很。如贝果。信件。监狱。保释金。第四台。,,
4110,"All good, thanks . Do you maybe have a nickname have like a nickname that's easier to rhyme? ",Phoebe,neutral,neutral,420,6,4,10,"00:07:16,561","00:07:23,775",那些都不错，谢了。有没有比较容易押韵的外号？,,
4111,Didn't your dad used to call you Pumpkin? ,Monica,neutral,neutral,420,7,4,10,"00:07:24,026","00:07:26,278",你爸以前不是常叫你小南瓜吗？,,
4112,Okay .,Joey,neutral,neutral,421,0,8,16,"0:13:02,406","0:13:06,288",好吧。,,
4113,"Okay, I can do this .",Joey,neutral,neutral,421,1,8,16,"0:13:06,288","0:13:06,590",我能做到。,,
4114,I can tell her how I feel .,Joey,neutral,neutral,421,2,8,16,"0:13:06,590","0:13:06,972",我会告诉她我的感受。,,
4115,"Just uh, just stand up straight .",Joey,fear,negative,421,3,8,16,"00:13:07,119","00:13:09,454",好吧，挺直腰杆。,,
4116,Take a couple deep breaths .,Joey,fear,negative,421,4,8,16,"00:13:09,705","00:13:12,582",深呼吸。,,
4117,Look confident .,Joey,fear,negative,421,5,8,16,"00:13:14,210","00:13:16,085",表现出自信。,,
4118,Joey? What's up? ,Rachel,neutral,neutral,421,6,8,16,"00:13:19,965","00:13:21,925",乔伊？怎么了？,,
4119,"I uh, I just came by because I want to talk to you about something .",Joey,fear,negative,421,7,8,16,"00:13:22,176","00:13:26,554",我来只是因为我想跟你说一些事情。,,
4120,Okay what's up? ,Rachel,neutral,neutral,421,8,8,16,"00:13:26,764","00:13:27,847",怎么了？,,
4121,"What I do do is manage to uh, create an atmosphere of support for the people working with me .",Chandler,neutral,neutral,422,0,8,21,"00:14:05,846","00:14:15,230",我所做的就是设法为和我一起工作的人创造一种支持的氛围。,,
4122,I see . Nice sidestep on the do do thing by the way .,Phoebe,neutral,neutral,422,1,8,21,"00:14:15,397","00:14:18,066","了解。你很巧妙地避开了""会做""这个问题。",,
4123,Hardest thing I've ever done in my life .,Chandler,neutral,neutral,422,2,8,21,"0:14:18,233","0:14:19,568",刚才是我人生中最漫长的三十秒。,,
4124,You gotta go!,Phoebe,neutral,neutral,422,3,8,21,"0:14:19,568","0:14:21,840",你得出发了！,,
4125,Oh!,Chandler,neutral,neutral,422,4,8,21,"0:14:21,840","0:14:22,091",哦！,,
4126,"Okay, don't worry . You're ready .",Phoebe,neutral,neutral,422,5,8,21,"0:14:22,153","0:14:24,085",别担心。你准备好了。,,
4127,Really? ,Chandler,surprise,positive,422,6,8,21,"0:14:24,085","0:14:24,970",真的吗？,,
4128,Absolutely!Just fight all your natural instincts and you'll be great .,Phoebe,neutral,neutral,422,7,8,21,"00:14:25,073","00:14:28,869",当然！千万不要跟着你的直觉走。,,
4130,"Now, Mom, everything's going fine, really .",Monica,neutral,neutral,423,0,1,23,"0:11:27,687","0:11:29,606",妈妈，一切顺利，真的。,,
4131,"Yeah, Ross is great .",Monica,neutral,neutral,423,1,1,23,"0:11:29,606","0:11:32,260",是的，罗斯也很好。,,
4132,"He's uh, he's in a whole other place .",Monica,neutral,neutral,423,2,1,23,"0:11:32,400","0:11:34,122",他在另外一个地方。,,
4133,"No, he's gone .",Monica,neutral,neutral,423,3,1,23,"0:11:34,122","0:11:37,009",不，他走了。,,
4134,"No no, you don't have to fly back, really .",Monica,neutral,neutral,423,4,1,23,"00:11:37,113","00:11:40,281",不，你们不用飞回来，真的。,,
4135,What do you mean this might be your only chance? ,Monica,surprise,negative,423,5,1,23,"00:11:40,449","00:11:42,575","什么叫""这可能是你们唯一的机会""？",,
4136,Would you stop? ,Monica,anger,negative,423,6,1,23,"00:11:42,743","00:11:45,120",住嘴好吗？,,
4137,"I'm only 26, I'm not even thinking about babies yet .",Monica,anger,negative,423,7,1,23,"00:11:45,287","00:11:50,792",我才26岁，我连要小孩的事都没想过。,,
4138,Where have you been? ,Chandler,neutral,neutral,423,8,1,23,"0:12:01,220","0:12:02,072",你去哪了？,,
4139,"Oh, just had a baby .",Joey,joy,positive,423,9,1,23,"0:12:02,072","0:12:04,400",刚生了个孩子。,,
4140,Mazel tov!,Chandler,joy,positive,423,10,1,23,"00:12:05,683","00:12:07,684",好运气！,,
4141,"Oh, wow!I should get going . I got a date tonight .",Ross,joy,positive,424,0,4,10,"00:09:08,130","00:09:10,465",我得走了。今晚有约会。,,
4142,Oh yeah!With who? ,Chandler,surprise,positive,424,1,4,10,"00:09:10,716","00:09:11,841",跟谁？,,
4143,You know that girl I told you about who lives up in Poughkeepsie? ,Ross,neutral,neutral,424,2,4,10,"00:09:12,134","00:09:15,136",还记得那个住在波启浦夕的女孩吗？,,
4145,Not her .,Ross,neutral,neutral,424,3,4,10,"00:09:15,246","00:09:16,638",不是她。,,
4146,"Yeah, this is someone else I meet, and I can't decide between the two of them .",Ross,neutral,neutral,424,4,4,10,"00:09:17,348","00:09:21,935",我又认识了一个女孩，现在左右为难。,,
4147,"you know the one from Poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and a lot of fun .",Ross,neutral,neutral,424,5,4,10,"00:09:22,170","00:09:29,276",波基普西那个女孩虽然住得远但漂亮。,,
4148,"But this other girl, well, she lives right uptown .",Ross,neutral,neutral,424,6,4,10,"00:09:29,485","00:09:33,488",但另一个女孩就住在上城区。,,
4149,"you know she's, well she's just as pretty, I guess she's smart, she's",Ross,neutral,neutral,424,7,4,10,"00:09:38,077","00:09:39,828",应该也蛮聪明的，但是无趣得要命,,
4150,"If she's no fun, why do you want to date her at all? ",Phoebe,neutral,neutral,424,8,4,10,"00:09:40,788","00:09:47,085",那你为什么还要跟她约会？,,
4151,"Well, I want to give her another chance, you know? ",Ross,neutral,neutral,424,9,4,10,"0:09:47,336","0:09:48,921",我想再给她一个机会。,,
4152,She lives so close .,Ross,neutral,neutral,424,10,4,10,"0:09:48,921","0:09:51,095",因为她家实在太近了。,,
4153,"And, at the end of the date, the other time, she said something that was if she was kidding was very funny .",Ross,neutral,neutral,424,11,4,10,"00:09:51,716","00:09:59,222",上次她说了一句话，若她在开玩笑就好笑到不行。,,
4154,"On the other hand, if she wasn't kidding, she's not fun, she's stupid, and kind of a racist .",Ross,anger,negative,424,12,4,10,"00:09:59,640","00:10:04,477",否则她不仅无聊、愚蠢，又有种族歧视。,,
4156,Hey!,Ross,joy,positive,424,14,4,10,"0:10:07,732","0:10:08,422",嘿！,,
4158,"Hey!Ooh, how was your first day working at the restaurant? ",Phoebe,joy,positive,424,15,4,10,"00:10:08,608","00:10:11,693",嘿！第一天在餐厅工作的情况如何？,,
4159,Damn!,Joey,joy,positive,424,16,4,10,"00:10:11,902","00:10:13,737",可恶！,,
4160,Oh here's a whole bunch .,Phoebe,neutral,neutral,425,0,7,23,"00:20:44,952","00:20:46,452",这里有一大堆卫生纸。,,
4161,"Oh, I mean she's gonna be at the wedding waiting for him and people will be whispering, ""Oh that poor girl .""",Rachel,neutral,neutral,425,1,7,23,"00:20:46,662","00:20:52,625",她会在礼堂等他，大家会窃窃私语，“喔那个可怜的女孩。”,,
4163,Then she'll have to come back here and live all alone .,Rachel,sadness,negative,425,2,7,23,"00:20:52,834","00:20:56,212",然后她得回来这里独自一个人过生活。,,
4164,Oh my God!,Phoebe,surprise,positive,425,3,7,23,"0:20:56,421","0:20:57,483",喔，我的天啊！,,
4165,What? ,Rachel,surprise,negative,425,4,7,23,"0:20:57,483","0:20:58,342",干嘛？,,
4166,"There was a pregnancy test in the garbage, and it's positive . Monica's pregnant . So I guess she won't be totally alone .",Phoebe,surprise,positive,425,5,7,23,"00:20:58,548","00:21:11,686",垃圾桶有一根验孕棒，是阳性反应。摩妮卡怀孕了。我猜她不会寂寞了。,,
4167,Hi .,Phoebe,neutral,neutral,426,0,8,11,"00:21:10,852","00:21:11,852",嗨。,,
4168,"Listen, I'm sorry about that whole thing with Roger .",Phoebe,sadness,negative,426,1,8,11,"00:21:10,852","00:21:15,731",听着，关于罗杰的事我很抱歉。,,
4169,"It really wasn't right, and I, and I want to make it up to you, so umm, I brought you something that I think you'll really enjoy .",Phoebe,anger,negative,426,2,8,11,"00:21:15,899","00:21:24,115",那么做很不合适，我想弥补你，我带了一样我觉得你会喜欢的东西来。,,
4170,"Now, this is just a loan .",Phoebe,neutral,neutral,426,3,8,11,"0:21:31,790","0:21:33,083",我只是借给你用。,,
4171,Okay? ,Phoebe,neutral,neutral,426,4,8,11,"0:21:33,083","0:21:33,725",好吗？,,
4172,"I'm gonna, I'm gonna want him back .",Phoebe,neutral,neutral,426,5,8,11,"0:21:33,725","0:21:35,697",我会把它拿回去的。,,
4173,So I'm gonna go now .,Phoebe,neutral,neutral,426,6,8,11,"0:21:35,697","0:21:37,417",我得走了。,,
4174,"I'm sorry, I thought I could do it and I can't!",Phoebe,sadness,negative,426,7,8,11,"00:21:44,553","00:21:47,430",抱歉，我以为我办得到，但却不行！,,
4178,"All right, well why don't I go out with an ex-boyfriend and do Joey a favor? !",Monica,sadness,negative,427,0,6,18,"00:07:48,926","00:07:53,346",好吧，我为什么不跟前男友出去帮乔伊一个忙？！,,
4179,"Hey, you wanna do Joey a favor, maybe you go out with Joey .",Joey,neutral,neutral,427,1,6,18,"00:07:53,514","00:07:56,725",想帮乔伊的忙，就跟乔伊约会吧。,,
4180,"All right ladies, here's what we're gonna do .",Chandler,neutral,neutral,428,0,4,14,"00:21:16,358","00:21:18,609",好，接下来是这样。,,
4181,"I wanna be with her, I like her .",Phoebe,anger,negative,428,1,4,14,"00:21:29,246","00:21:31,247",我想跟她在一起，我喜欢她。,,
4182,"Oh, that's fine!Go with your instincts, go with your instincts .",Chandler,joy,positive,428,2,4,14,"00:21:31,415","00:21:34,542",没问题！大家随意，随意。,,
4183,"Wait, now, what am I doing again? ",Monica,surprise,positive,428,3,4,14,"00:21:34,710","00:21:36,043",那我做什么呢？,,
4184,"Come on!Would you please pay attention, I could wake up at any moment!",Chandler,anger,negative,428,4,4,14,"00:21:36,211","00:21:39,088",拜托你们！专心一点，我随时可能醒过来！,,
4185,"Hi, I'm Joshua, I'm here to pick up Rachel .",The Cigarette Guy,neutral,neutral,428,5,4,14,"00:21:39,256","00:21:41,757",我是约书亚，我来接瑞秋。,,
4186,"no, no, no, that' not Joshua .",Rachel,anger,negative,428,6,4,14,"00:21:41,925","00:21:43,759",不不不，这不是约书亚。,,
4187,"What do you want from me, I've never met the guy .",Chandler,surprise,positive,428,7,4,14,"00:21:44,594","00:21:47,054",别要求太高，我又没见过他。,,
4188,"So anyway, Rachel, I'm sorry you can't stay, but the rest of us have a",Chandler,sadness,negative,428,8,4,14,"00:21:48,056","00:21:53,352",瑞秋，真可惜你要走了，但我们将,,
4189,How do I look? ,Joey,neutral,neutral,429,0,1,14,"00:03:19,657","00:03:21,901",我的样子如何？,,
4190,"Oh, uh, I ... don't ... care .",Chandler,neutral,neutral,429,1,1,14,"00:03:21,000","00:03:23,452",对，我不在乎。,,
4191,"Ok, now, remember, no trading .",Chandler,neutral,neutral,429,2,1,14,"00:03:22,076","00:03:30,584",才不关我的事。,,
4192,"You get the pretty one, I get the mess .",Chandler,neutral,neutral,429,3,1,14,"00:03:30,835","00:03:33,128",漂亮的给你，悲惨的给我。,,
4193,"Hi, Joey . Well well, look what you brought . Very nice .",Lorraine,joy,positive,429,4,1,14,"00:03:33,713","00:03:41,511",嗨，乔伊。看看你带了谁。太漂亮了。,,
4194, ... And what did you bring? ,Chandler,neutral,neutral,429,5,1,14,"00:03:44,307","00:03:46,225",……你带谁来了？,,
4195,She's checking the coats .,Lorraine,neutral,neutral,429,6,1,14,"00:03:47,936","00:03:49,645",她还在寄放外套。,,
4196,"Joey, I'm gonna go wash the cab smell off my hands .",Lorraine,neutral,neutral,429,7,1,14,"00:03:49,896","00:03:53,190",乔伊，我去洗手，把计程车味道洗掉。,,
4197,"Will you get me a white Zinfandel, and a glass of red for Janice .",Lorraine,neutral,neutral,429,8,1,14,"0:03:53,441","0:03:56,153",你帮我点白葡萄酒，珍妮斯喝红酒。,,
4198,Janice? ,Chandler,surprise,negative,429,9,1,14,"0:03:56,153","0:03:57,282",珍妮丝？,,
4199,Oh ... . my ... . God .,Janice,surprise,positive,429,10,1,14,"00:04:07,747","00:04:10,415",哦……我的天呐。,,
4200,"Hey, it's Janice .",Chandler,neutral,neutral,429,11,1,14,"00:04:15,880","00:04:18,173",是珍妮丝。,,
4201,"Well, okay so, I don't have it all worked out quite yet . Just don't say anything to Rachel, please? ",Ross,anger,negative,430,0,6,2,"00:01:43,436","00:01:52,861",我还没想好要怎么做。拜托你先别告诉瑞秋。,,
4202,"Rachel is one of my closest friends . Although, being the only one who knows anything about this does makes me feel special . Okay!",Phoebe,neutral,neutral,430,1,6,2,"00:01:47,315","00:01:57,336",瑞秋是我最要好的朋友之一。不过当唯一知情的人威觉不赖。好！,,
4203,"Okay, stop!Phoebe? !",Rachel,sadness,negative,430,2,6,2,"00:02:00,328","00:02:02,830",停车！菲比？！,,
4204,Hey Rach!,Phoebe,anger,negative,430,3,6,2,"00:02:02,997","00:02:04,373",瑞秋！,,
4205,What was that? !,Rachel,surprise,negative,430,4,6,2,"00:02:05,583","00:02:07,126",你搞什么啊？！,,
4206,"Sorry, mix up . Hey, how was the movie? ",Phoebe,neutral,neutral,430,5,6,2,"00:02:07,335","00:02:11,338",抱歉，出了点小差错。,,
4207,I haven't seen it yet!,Rachel,neutral,neutral,430,6,6,2,"00:02:12,132","00:02:13,966",我还没看！,,
4208,Well then you'd better hurry!The Angelica!Go!Go!,Phoebe,surprise,positive,430,7,6,2,"00:02:14,217","00:02:16,385",那就要快了！安洁丽戏院！开车！,,
4209,No,Joey,anger,negative,430,8,6,2,"00:02:16,553","00:02:18,011",不要啊,,
4210,Pheebs!Hey Pheebs!,All,joy,positive,431,0,5,2,"00:14:17,189","00:14:18,898",菲比！嗨，菲比！,,
4211,"Uh, okay, Pheebs? ",Joey,neutral,neutral,431,1,5,2,"0:14:19,817","0:14:22,904",哦，菲比？,,
4212,Yeah? ,Phoebe,neutral,neutral,431,2,5,2,"0:14:22,904","0:14:23,438",是吗？,,
4213,"Umm, you know how the other day you were talking about how you didn't get to go to London and how you were kinda feeling left out? ",Joey,neutral,neutral,431,3,5,2,"0:14:23,529","0:14:29,421",你上次说你都不能去伦敦觉得自己遭大家遗弃，如何？,,
4214,Yeah? ,Phoebe,neutral,neutral,431,4,5,2,"0:14:29,421","0:14:29,930",是吗？,,
4215,"All right, well, we felt really bad about that so we decided we should all take a little trip together!",Joey,joy,positive,431,5,5,2,"00:14:30,077","00:14:36,624",我们很愧疚，所以决定大家一起去旅行！,,
4216,"Ohh, that's so nice!How great!Well, where? Where's the trip? !",Phoebe,anger,negative,431,6,5,2,"00:14:37,042","00:14:41,045",太好了！要去哪里？,,
4217,"Well, we thought we would all go to a picnic , in Central Park!",Monica,joy,positive,431,7,5,2,"00:14:41,547","00:14:48,887",我们可以一起去野餐，,,
4218,"Yeah, all of us!All day!",Joey,joy,positive,431,8,5,2,"00:14:49,680","00:14:51,264",大家一起去个一整天！,,
4219,That sucks!,Phoebe,disgust,negative,431,9,5,2,"00:14:51,807","00:14:52,849",什么鸟地方！,,
4220,That's not a trip!,Phoebe,surprise,negative,431,10,5,2,"0:14:54,268","0:14:55,728",那根本不算旅行！,,
4221,I just came from the park!,Phoebe,anger,negative,431,11,5,2,"0:14:55,728","0:14:56,591",我刚从公园过来！,,
4222,What are we gonna high five about at the stupid Central Park? ,Phoebe,anger,negative,431,12,5,2,"00:14:56,854","00:14:59,731",烂中央公园有什么值得击掌庆祝的？,,
4223,"""Well, it's right by my house, all right!""",Phoebe,anger,negative,431,13,5,2,"00:14:59,982","00:15:02,901",好耶，就在我家旁边，,,
4224,"Well, I'm gonna go home and bask in the triumph of my Central Park idea .",Chandler,anger,negative,431,14,5,2,"00:15:04,747","00:15:08,698",我决定回家反省这个烂主意。,,
4226,"Hold on a sec there, Mr . Kissey!",Rachel,surprise,negative,431,15,5,2,"00:15:09,867","00:15:11,951",等一下，热吻先生！,,
4227,"you know, I've been meaning to talk to you about this whole, little, new European thing you got going on, and I just need to tell you that it makes me very uncomfortable and I just you know stop it!",Rachel,anger,negative,431,16,5,2,"00:15:13,746","00:15:24,964",我一直想跟你讨论你新学的欧洲风情，我要告诉你你让我非常不自在，拜托你别再亲了！,,
4228,I was just trying to bring a little culture to the group .,Chandler,sadness,negative,431,17,5,2,"00:15:26,175","00:15:28,676",我只是想给大家介绍下欧洲文化。,,
4229,"That's fine, just don't bring it in my mouth .",Phoebe,disgust,negative,431,18,5,2,"00:15:29,011","00:15:31,763",行啊，只要不介绍到我嘴里就好了。,,
4230,Makes me wanna puke!,Monica,disgust,negative,431,19,5,2,"00:15:32,473","00:15:34,265",我都快吐了！,,
4231,Is she in there? ,Phoebe,neutral,neutral,432,0,2,24,"00:17:12,936","00:17:14,188",她在这吗？,,
4232,"Yeah . She's putting her down now, that's her .",Ross,neutral,neutral,433,0,8,24,"00:17:14,563","00:17:16,899",对。护士正把她放在床上，那就是她。,,
4233,Oh it's all right .,Rachel,neutral,neutral,433,1,8,24,"00:17:17,065","00:17:18,066",噢，对。,,
4234,I'm guess I'm just done with the whole dating thing .,Rachel,sadness,negative,434,0,8,5,"00:19:32,129","00:19:35,256",我猜我受够了约会。,,
4235,It's one more thing in my life that's suddenly completely different .,Rachel,sadness,negative,434,1,8,5,"00:19:35,799","00:19:40,261",那只是我生命中另一个翻天覆地的变化。,,
4236,This is hard .,Rachel,sadness,negative,434,2,8,5,"0:19:40,512","0:19:41,680",这真的很难。,,
4237,Yeah I know .,Ross,neutral,neutral,434,3,8,5,"0:19:41,680","0:19:44,006",我了解。,,
4238,"On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with .",Ross,neutral,neutral,434,4,8,5,"00:19:46,351","00:19:57,278",但反过来说，再过七个月你就要拥有一个宝宝了，你对他的爱胜于你对任何约会对象的感觉。,,
4239,Just wait .,Ross,neutral,neutral,434,5,8,5,"00:19:59,489","00:20:02,366",等着吧。,,
4240,"Wait until uh, wait until the first time your baby grabs your finger .",Ross,joy,positive,434,6,8,5,"00:19:59,489","00:20:06,454",等到孩子第一次抓住你的手指。,,
4241,You have no idea .,Ross,joy,positive,434,7,8,5,"00:20:07,623","00:20:09,123",那种感觉妙极了。,,
4242,Thanks sweetie .,Rachel,neutral,neutral,434,8,8,5,"00:20:11,501","00:20:14,003",谢谢你，亲爱的。,,
4243,"You wanna, you wanna grab some coffee? ",Ross,neutral,neutral,434,9,8,5,"0:20:17,841","0:20:19,593",你要你要喝杯咖啡吗？,,
